episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
2899,119.06,50.9275580233564,0.43135152134673316,0.8140917981607396,"tensor(1.4868, grad_fn=<SmoothL1LossBackward0>)","{0: 0.16, 1: 0.16, 2: 0.5, 3: 0.15}"
2999,119.63,48.76149378771223,0.41902020748453195,0.7892383194752107,"tensor(1.9299, grad_fn=<SmoothL1LossBackward0>)","{0: 0.34, 1: 0.34, 2: 0.55, 3: 0.25}"
3099,117.27,44.03876477081943,0.40704141655094656,0.7651435947829879,"tensor(0.9768, grad_fn=<SmoothL1LossBackward0>)","{0: 0.26, 1: 0.25, 2: 0.37, 3: 0.19}"
3199,124.84,47.645649586447206,0.3954050707540578,0.7417844600179998,"tensor(1.3425, grad_fn=<SmoothL1LossBackward0>)","{0: 0.2, 1: 0.2, 2: 0.28, 3: 0.23}"
3299,121.56,49.216146213200474,0.3841013804020428,0.7191384582919469,"tensor(4.0097, grad_fn=<SmoothL1LossBackward0>)","{0: 0.12, 1: 0.2, 2: 0.33, 3: 0.2}"
3399,142.8,49.070858929636806,0.37312083566707965,0.6971838183048061,"tensor(3.1097, grad_fn=<SmoothL1LossBackward0>)","{0: 0.25, 1: 0.25, 2: 0.43, 3: 0.28}"
3499,149.73,52.63506176947561,0.3624541985847011,0.6758994334144515,"tensor(4.3691, grad_fn=<SmoothL1LossBackward0>)","{0: 0.22, 1: 0.21, 2: 0.51, 3: 0.29}"
3599,154.25,56.28880109347352,0.3520924952818681,0.6552648413452528,"tensor(1.6413, grad_fn=<SmoothL1LossBackward0>)","{0: 0.35, 1: 0.71, 2: 0.65, 3: 0.36}"
3699,146.53,43.97329281618178,0.34202700842722406,0.6352602045161575,"tensor(1.6870, grad_fn=<SmoothL1LossBackward0>)","{0: 0.25, 1: 0.25, 2: 0.5, 3: 0.19}"
3799,149.06,59.596426171094215,0.33224926989717846,0.6158662909693344,"tensor(1.5033, grad_fn=<SmoothL1LossBackward0>)","{0: 0.16, 1: 0.19, 2: 0.47, 3: 0.16}"
3899,129.49,63.31760935526263,0.3227510536516494,0.597064455881051,"tensor(1.8572, grad_fn=<SmoothL1LossBackward0>)","{0: 0.12, 1: 0.18, 2: 0.35, 3: 0.22}"
3999,99.92,57.45598260947946,0.31352436881347223,0.5788366236370063,"tensor(0.6963, grad_fn=<SmoothL1LossBackward0>)","{0: 0.17, 1: 0.15, 2: 0.41, 3: 0.13}"
4099,120.49,55.00093434452022,0.30456145294565123,0.5611652704548861,"tensor(1.2531, grad_fn=<SmoothL1LossBackward0>)","{0: 0.14, 1: 0.16, 2: 0.33, 3: 0.1}"
4199,175.2,52.74871809120747,0.2958547655207982,0.5440334075374365,"tensor(0.7461, grad_fn=<SmoothL1LossBackward0>)","{0: 0.2, 1: 0.27, 2: 0.35, 3: 0.17}"
4299,154.91,62.601485483898934,0.2873969815772655,0.527424564739861,"tensor(6.9467, grad_fn=<SmoothL1LossBackward0>)","{0: 0.23, 1: 0.39, 2: 0.65, 3: 0.4}"
4399,189.9,80.8828001268589,0.27918098555663345,0.5113227747358323,"tensor(1.0064, grad_fn=<SmoothL1LossBackward0>)","{0: 0.14, 1: 0.2, 2: 0.37, 3: 0.3}"
4499,230.61,77.4973436764676,0.27119986531737017,0.49571255766690486,"tensor(2.6086, grad_fn=<SmoothL1LossBackward0>)","{0: 2.4, 1: 3.45, 2: 2.53, 3: 1.62}"
4599,209.33,80.33763649507252,0.26344690631962736,0.48057890626056693,"tensor(2.4450, grad_fn=<SmoothL1LossBackward0>)","{0: 0.15, 1: 0.2, 2: 0.72, 3: 0.26}"
4699,114.63,72.76746162118357,0.2559155859762783,0.46590727140262267,"tensor(0.9614, grad_fn=<SmoothL1LossBackward0>)","{0: 0.09, 1: 0.13, 2: 0.51, 3: 0.23}"
4799,178.39,67.70454561027499,0.2485995681654453,0.45168354815003714,"tensor(1.1169, grad_fn=<SmoothL1LossBackward0>)","{0: 0.12, 1: 0.28, 2: 0.22, 3: 0.23}"
4899,196.29,80.45784869622723,0.24149269789990246,0.437894062170798,"tensor(0.7394, grad_fn=<SmoothL1LossBackward0>)","{0: 0.18, 1: 0.16, 2: 0.42, 3: 0.18}"
4999,202.61,75.72088565075984,0.23458899614886672,0.4245255565977535,"tensor(0.7036, grad_fn=<SmoothL1LossBackward0>)","{0: 0.24, 1: 0.19, 2: 0.29, 3: 0.26}"
5099,215.4,77.86892462979888,0.22788265480782152,0.411565179283792,"tensor(1.0821, grad_fn=<SmoothL1LossBackward0>)","{0: 0.21, 1: 0.19, 2: 0.51, 3: 0.22}"
5199,125.63,76.67189653967907,0.2213680318121418,0.39900047044610887,"tensor(0.8417, grad_fn=<SmoothL1LossBackward0>)","{0: 0.22, 1: 0.17, 2: 0.42, 3: 0.14}"
5299,178.63,75.03227266941565,0.21503964639040835,0.38681935068768286,"tensor(1.3432, grad_fn=<SmoothL1LossBackward0>)","{0: 0.19, 1: 0.18, 2: 0.42, 3: 0.19}"
5399,221.77,83.69678315772391,0.2088921744534186,0.3750101093844456,"tensor(21.1260, grad_fn=<SmoothL1LossBackward0>)","{0: 0.23, 1: 0.21, 2: 0.52, 3: 0.22}"
5499,301.5,87.89830740372432,0.20292044411501517,0.36356139342698096,"tensor(0.7611, grad_fn=<SmoothL1LossBackward0>)","{0: 0.15, 1: 0.18, 2: 0.28, 3: 0.19}"
5599,332.46,86.46780715998432,0.1971194313409625,0.3524621963059279,"tensor(0.7075, grad_fn=<SmoothL1LossBackward0>)","{0: 0.1, 1: 0.15, 2: 0.3, 3: 0.14}"
5699,198.42,79.83147723851141,0.19148425572221212,0.3417018475305992,"tensor(0.9491, grad_fn=<SmoothL1LossBackward0>)","{0: 0.12, 1: 0.09, 2: 0.52, 3: 0.12}"
5799,291.69,90.64081674817699,0.18601017636900044,0.33127000237063775,"tensor(0.8894, grad_fn=<SmoothL1LossBackward0>)","{0: 0.36, 1: 0.51, 2: 1.32, 3: 0.54}"
5899,326.89,89.41078053315901,0.1806925879223243,0.3211566319108507,"tensor(3.1695, grad_fn=<SmoothL1LossBackward0>)","{0: 0.25, 1: 0.25, 2: 0.36, 3: 0.27}"
5999,330.4,87.67914526654582,0.1755270166794389,0.311352013409662,"tensor(0.6817, grad_fn=<SmoothL1LossBackward0>)","{0: 0.15, 1: 0.15, 2: 0.45, 3: 0.16}"
6099,592.83,77.14943169909773,0.17050911683011843,0.30184672095191184,"tensor(1.4204, grad_fn=<SmoothL1LossBackward0>)","{0: 2.78, 1: 2.35, 2: 1.77, 3: 3.1}"
6199,421.41,95.40347500438418,0.1656346668005133,0.2926316163870163,"tensor(3.6022, grad_fn=<SmoothL1LossBackward0>)","{0: 3.21, 1: 2.21, 2: 2.05, 3: 2.53}"
6299,689.7,111.69394473680443,0.16089956570152725,0.28369784054377845,"tensor(0.4561, grad_fn=<SmoothL1LossBackward0>)","{0: 3.25, 1: 2.51, 2: 1.59, 3: 2.65}"
6399,714.89,131.3415998004487,0.1562998298787284,0.2750368047134025,"tensor(0.7365, grad_fn=<SmoothL1LossBackward0>)","{0: 3.38, 1: 2.81, 2: 1.44, 3: 2.37}"
6499,716.12,125.1922822123412,0.15183158956088802,0.26664018239252407,"tensor(11.1706, grad_fn=<SmoothL1LossBackward0>)","{0: 3.64, 1: 2.33, 2: 1.49, 3: 2.54}"
6599,852.78,131.99184800186782,0.14749108560433158,0.2584999012783178,"tensor(2.0176, grad_fn=<SmoothL1LossBackward0>)","{0: 3.43, 1: 2.86, 2: 1.22, 3: 2.49}"
6699,601.67,131.41598315048472,0.14327466633035896,0.25060813550798683,"tensor(0.7179, grad_fn=<SmoothL1LossBackward0>)","{0: 2.11, 1: 2.35, 2: 3.34, 3: 2.2}"
6799,544.78,134.59342199892714,0.13917878445307755,0.24295729813517475,"tensor(0.4874, grad_fn=<SmoothL1LossBackward0>)","{0: 0.04, 1: 0.19, 2: 0.46, 3: 0.16}"
6899,564.83,123.47595140750568,0.13519999409506006,0.23554003383606423,"tensor(0.3808, grad_fn=<SmoothL1LossBackward0>)","{0: 0.21, 1: 0.27, 2: 0.6, 3: 0.25}"
6999,611.89,139.19026300600282,0.1313349478883174,0.2283492118381531,"tensor(0.9798, grad_fn=<SmoothL1LossBackward0>)","{0: 2.26, 1: 2.33, 2: 3.03, 3: 2.38}"
