episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
7599,314.58,86.21699854840075,0.1022799084750909,0.5,"tensor(442.7751, grad_fn=<MseLossBackward0>)","{0: 1.47, 1: 1.32, 2: 0.83, 3: 1.38}"
7699,258.36,71.72843767824723,0.09925663360619481,0.5,"tensor(0.6464, grad_fn=<MseLossBackward0>)","{0: 1.46, 1: 1.34, 2: 0.96, 3: 1.24}"
7799,302.71,88.44058337116067,0.09632272321825273,0.5,"tensor(4.9859, grad_fn=<MseLossBackward0>)","{0: 0.92, 1: 2.33, 2: 1.11, 3: 0.64}"
7899,309.65,84.6856111824282,0.09347553580137793,0.5,"tensor(1.9698, grad_fn=<MseLossBackward0>)","{0: 1.54, 1: 1.32, 2: 1.09, 3: 1.05}"
7999,295.23,83.21466394262052,0.09071250792563704,0.5,"tensor(0.5410, grad_fn=<MseLossBackward0>)","{0: 1.14, 1: 2.18, 2: 1.14, 3: 0.54}"
8099,293.91,78.2664763350415,0.09,0.5,"tensor(0.3879, grad_fn=<MseLossBackward0>)","{0: 0.14, 1: 0.21, 2: 0.56, 3: 0.21}"
8199,266.5,71.02793848553463,0.09,0.5,"tensor(23.5661, grad_fn=<MseLossBackward0>)","{0: 1.82, 1: 1.07, 2: 0.85, 3: 1.26}"
8299,232.94,63.04620586945552,0.09,0.5,"tensor(213.9745, grad_fn=<MseLossBackward0>)","{0: 1.48, 1: 1.77, 2: 0.88, 3: 0.87}"
8399,285.82,79.84765596287394,0.09,0.5,"tensor(7.3256, grad_fn=<MseLossBackward0>)","{0: 0.06, 1: 0.1, 2: 0.48, 3: 0.12}"
8499,291.81,79.65989399636453,0.09,0.5,"tensor(1.8117, grad_fn=<MseLossBackward0>)","{0: 1.45, 1: 1.32, 2: 0.91, 3: 1.32}"
8599,318.31,88.88254950433219,0.09,0.5,"tensor(461.4822, grad_fn=<MseLossBackward0>)","{0: 0.21, 1: 0.23, 2: 0.39, 3: 0.2}"
8699,336.81,95.55925922383466,0.09,0.5,"tensor(0.9775, grad_fn=<MseLossBackward0>)","{0: 0.21, 1: 0.2, 2: 0.6, 3: 0.23}"
8799,284.96,80.15074000315578,0.09,0.5,"tensor(0.2971, grad_fn=<MseLossBackward0>)","{0: 0.28, 1: 0.22, 2: 0.5, 3: 0.21}"
8899,324.2,95.01178515394348,0.09,0.5,"tensor(0.8267, grad_fn=<MseLossBackward0>)","{0: 1.13, 1: 2.08, 2: 0.86, 3: 0.93}"
