4099,120.83,-33.18062199964727,0.4404836325018455,"tensor(87.3315, grad_fn=<MseLossBackward0>)","{0: 1.69, 1: 1.32, 2: 2.15, 3: 2.34}"
4199,134.0,-29.160033254743915,0.4317606085544161,"tensor(107.4312, grad_fn=<MseLossBackward0>)","{0: 0.14, 1: 0.21, 2: 0.32, 3: 0.1}"
4299,135.75,-29.681291760547783,0.4232103291567789,"tensor(9.7007, grad_fn=<MseLossBackward0>)","{0: 0.17, 1: 0.17, 2: 0.43, 3: 0.21}"
4399,115.23,-36.65758727115924,0.4148293733989762,"tensor(8.9683, grad_fn=<MseLossBackward0>)","{0: 0.21, 1: 0.23, 2: 0.35, 3: 0.24}"
4499,127.09,-35.143295379905005,0.4066143881163135,"tensor(12.8192, grad_fn=<MseLossBackward0>)","{0: 0.19, 1: 0.17, 2: 0.48, 3: 0.14}"
4599,118.81,-34.02468300214153,0.3985620865477799,"tensor(54.1919, grad_fn=<MseLossBackward0>)","{0: 0.23, 1: 0.31, 2: 0.57, 3: 0.36}"
4699,143.78,-25.31562425593108,0.3906692470210374,"tensor(19.2545, grad_fn=<MseLossBackward0>)","{0: 0.1, 1: 0.19, 2: 0.36, 3: 0.09}"
4799,128.96,-31.0423856457486,0.38293271166345066,"tensor(28.8254, grad_fn=<MseLossBackward0>)","{0: 0.31, 1: 0.27, 2: 0.41, 3: 0.2}"
4899,130.7,-25.486808240354353,0.3753493851386444,"tensor(51.9684, grad_fn=<MseLossBackward0>)","{0: 0.07, 1: 0.14, 2: 0.44, 3: 0.18}"
4999,128.85,-19.27806874875946,0.36791623340807783,"tensor(23.3522, grad_fn=<MseLossBackward0>)","{0: 0.15, 1: 0.18, 2: 0.55, 3: 0.24}"
99,91.44,-185.28280243767912,0.9803927912081881,"tensor(192.8542, grad_fn=<MseLossBackward0>)","{0: 0.19, 1: 0.26, 2: 0.23, 3: 0.26}"
