episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
2399,106.8,-54.9696865819453,0.6493010070673597,1.3955243030067865,"tensor(509.6309, grad_fn=<MseLossBackward0>)","{0: 0.27, 1: 0.22, 2: 0.31, 3: 0.23}"
2499,106.4,-54.17141187183492,0.6377171141860142,1.3747461061533146,"tensor(7.3165, grad_fn=<MseLossBackward0>)","{0: 0.39, 1: 0.36, 2: 0.83, 3: 0.28}"
2599,104.49,-41.14223536395397,0.6263398844282833,1.3542772793792834,"tensor(3.6332, grad_fn=<MseLossBackward0>)","{0: 0.35, 1: 0.25, 2: 0.39, 3: 0.25}"
2699,107.81,-55.23242355596175,0.61516563080853,1.3341132164213687,"tensor(9.7261, grad_fn=<MseLossBackward0>)","{0: 0.3, 1: 0.19, 2: 0.37, 3: 0.25}"
2799,99.98,-47.80534827947756,0.6041907321190038,1.3142493795996832,"tensor(11.3385, grad_fn=<MseLossBackward0>)","{0: 0.33, 1: 0.26, 2: 0.32, 3: 0.27}"
2899,102.64,-54.15902953501982,0.5934116317563238,1.2946812987966183,"tensor(6.1722, grad_fn=<MseLossBackward0>)","{0: 0.14, 1: 0.17, 2: 0.39, 3: 0.21}"
2999,104.4,-55.05501512479879,0.5828248365689003,1.275404570450902,"tensor(5.0831, grad_fn=<MseLossBackward0>)","{0: 0.15, 1: 0.18, 2: 0.53, 3: 0.15}"
3099,105.35,-41.51766072152006,0.5724269157249215,1.2564148565666304,"tensor(2.2281, grad_fn=<MseLossBackward0>)","{0: 0.2, 1: 0.26, 2: 0.71, 3: 0.2}"
3199,102.57,-55.30250169819046,0.5622144996005328,1.2377078837370483,"tensor(19.1492, grad_fn=<MseLossBackward0>)","{0: 0.2, 1: 0.28, 2: 0.39, 3: 0.28}"
3299,106.77,-53.15965541245462,0.5521842786878516,1.2192794421828792,"tensor(2.9889, grad_fn=<MseLossBackward0>)","{0: 0.13, 1: 0.3, 2: 0.59, 3: 0.24}"
3399,109.59,-29.42044187055343,0.5423330025224663,1.2011253848049592,"tensor(7.1705, grad_fn=<MseLossBackward0>)","{0: 0.19, 1: 0.14, 2: 0.33, 3: 0.11}"
3499,106.66,-22.196353600785137,0.5326574786300674,1.1832416262509822,"tensor(12.5031, grad_fn=<MseLossBackward0>)","{0: 0.12, 1: 0.2, 2: 0.39, 3: 0.23}"
3599,110.84,-21.094688534756564,0.5231545714918717,1.1656241419961437,"tensor(16.8595, grad_fn=<MseLossBackward0>)","{0: 0.17, 1: 0.16, 2: 0.45, 3: 0.2}"
3699,110.83,-16.610125656110466,0.5138212015285023,1.1482689674374689,"tensor(5.3242, grad_fn=<MseLossBackward0>)","{0: 0.16, 1: 0.23, 2: 0.43, 3: 0.2}"
3799,113.41,-9.564403024936569,0.5046543441020004,1.1311721970016244,"tensor(4.7506, grad_fn=<MseLossBackward0>)","{0: 0.33, 1: 0.23, 2: 0.56, 3: 0.22}"
3899,132.21,-25.892951323412294,0.4956510285356399,1.1143299832660176,"tensor(18.6315, grad_fn=<MseLossBackward0>)","{0: 0.11, 1: 0.21, 2: 0.59, 3: 0.21}"
3999,112.49,-8.12170627893143,0.4868083371512265,1.0977385360929799,"tensor(11.2213, grad_fn=<MseLossBackward0>)","{0: 0.34, 1: 0.24, 2: 0.57, 3: 0.25}"
4099,127.48,-6.252187463176897,0.4781234043235759,1.0813941217768421,"tensor(140.2094, grad_fn=<MseLossBackward0>)","{0: 0.21, 1: 0.21, 2: 0.5, 3: 0.18}"
4199,127.24,-13.985001513197655,0.4695934155518595,1.0652930622037093,"tensor(2.8345, grad_fn=<MseLossBackward0>)","{0: 0.11, 1: 0.11, 2: 0.39, 3: 0.14}"
4299,142.04,-16.31683797936068,0.4612156065475165,1.0494317340237442,"tensor(9.8737, grad_fn=<MseLossBackward0>)","{0: 0.22, 1: 0.2, 2: 0.27, 3: 0.26}"
4399,154.38,-18.022850665647812,0.45298726233843817,1.033806567835779,"tensor(9.0729, grad_fn=<MseLossBackward0>)","{0: 1.16, 1: 1.23, 2: 1.53, 3: 1.08}"
4499,116.19,-5.335302341273517,0.4449057163891368,1.0184140473840584,"tensor(59.4994, grad_fn=<MseLossBackward0>)","{0: 0.18, 1: 0.2, 2: 0.46, 3: 0.23}"
4599,133.64,-7.150653041757307,0.43696834973660736,1.0032507087669553,"tensor(33.9145, grad_fn=<MseLossBackward0>)","{0: 0.21, 1: 0.32, 2: 0.41, 3: 0.32}"
4699,111.82,-0.031455183885459696,0.4291725901416097,0.9883131396574594,"tensor(10.7356, grad_fn=<MseLossBackward0>)","{0: 0.16, 1: 0.16, 2: 0.57, 3: 0.25}"
4799,133.32,5.617766564782882,0.42151591125508786,0.9735979785352701,"tensor(23.5343, grad_fn=<MseLossBackward0>)","{0: 0.16, 1: 0.12, 2: 0.54, 3: 0.17}"
4899,120.96,-6.667040354503571,0.4139958317994663,0.9591019139303311,"tensor(6229.0298, grad_fn=<MseLossBackward0>)","{0: 0.19, 1: 0.27, 2: 0.56, 3: 0.22}"
4999,114.26,-0.8708117374988074,0.40660991476454805,0.9448216836776225,"tensor(5.5866, grad_fn=<MseLossBackward0>)","{0: 1.0, 1: 1.22, 2: 1.83, 3: 0.95}"
5099,131.88,-9.234206969203619,0.3993557666177594,0.9307540741830516,"tensor(231.5828, grad_fn=<MseLossBackward0>)","{0: 0.2, 1: 0.14, 2: 0.59, 3: 0.2}"
5199,137.44,-7.589315525583833,0.3922310365284867,0.9168959197002673,"tensor(781.2435, grad_fn=<MseLossBackward0>)","{0: 0.34, 1: 0.21, 2: 0.52, 3: 0.3}"
5299,146.65,-15.016870248523325,0.3852334156062481,0.9032441016182529,"tensor(20.3826, grad_fn=<MseLossBackward0>)","{0: 0.29, 1: 0.3, 2: 0.69, 3: 0.45}"
5399,131.32,-7.45651934285489,0.3783606361524582,0.8897955477595174,"tensor(4.0087, grad_fn=<MseLossBackward0>)","{0: 0.18, 1: 0.24, 2: 0.36, 3: 0.23}"
5499,132.25,-1.9803656795862699,0.3716104709255418,0.8765472316887359,"tensor(1.9745, grad_fn=<MseLossBackward0>)","{0: 0.21, 1: 0.26, 2: 0.48, 3: 0.2}"
5599,134.36,-4.621717393363476,0.36498073241915857,0.8634961720316929,"tensor(2.3237, grad_fn=<MseLossBackward0>)","{0: 1.27, 1: 1.47, 2: 1.2, 3: 1.06}"
5699,171.7,-3.3620343149513987,0.3584692721533038,0.8506394318043549,"tensor(3.0512, grad_fn=<MseLossBackward0>)","{0: 0.11, 1: 0.16, 2: 0.46, 3: 0.14}"
5799,136.59,-11.65176965977147,0.35207397997805684,0.8379741177519414,"tensor(6.0158, grad_fn=<MseLossBackward0>)","{0: 0.19, 1: 0.16, 2: 0.22, 3: 0.19}"
5899,133.98,-0.0983902289263015,0.34579278338975145,0.8254973796978283,"tensor(10.6803, grad_fn=<MseLossBackward0>)","{0: 0.17, 1: 0.21, 2: 0.47, 3: 0.23}"
5999,170.18,-4.805543895274786,0.3396236468593445,0.8132064099021529,"tensor(3.4917, grad_fn=<MseLossBackward0>)","{0: 0.16, 1: 0.15, 2: 0.54, 3: 0.16}"
6099,149.69,9.328624977162924,0.3335645711727693,0.8010984424299655,"tensor(2.4305, grad_fn=<MseLossBackward0>)","{0: 0.3, 1: 0.25, 2: 0.42, 3: 0.24}"
6199,164.4,-3.429146301205458,0.3276135927830553,0.7891707525287894,"tensor(2.8267, grad_fn=<MseLossBackward0>)","{0: 0.21, 1: 0.16, 2: 0.47, 3: 0.16}"
6299,190.08,-6.872121276628899,0.3217687831740073,0.7774206560154454,"tensor(19.0398, grad_fn=<MseLossBackward0>)","{0: 0.2, 1: 0.26, 2: 0.43, 3: 0.16}"
6399,170.63,-1.06044638770899,0.31602824823523756,0.7658455086720131,"tensor(6.0253, grad_fn=<MseLossBackward0>)","{0: 0.2, 1: 0.13, 2: 0.44, 3: 0.13}"
6499,171.23,8.50958813060295,0.3103901276483454,0.7544427056507764,"tensor(16.3088, grad_fn=<MseLossBackward0>)","{0: 1.28, 1: 1.47, 2: 1.05, 3: 1.2}"
6599,172.92,9.916954131190227,0.3048525942840505,0.7432096808880382,"tensor(6.7407, grad_fn=<MseLossBackward0>)","{0: 0.19, 1: 0.19, 2: 0.51, 3: 0.19}"
6699,205.64,13.93909104414363,0.29941385361008094,0.732143906526656,"tensor(17.5615, grad_fn=<MseLossBackward0>)","{0: 0.23, 1: 0.21, 2: 0.47, 3: 0.25}"
6799,203.16,3.7734565509293727,0.2940721431096222,0.7212428923471796,"tensor(7.4982, grad_fn=<MseLossBackward0>)","{0: 0.21, 1: 0.24, 2: 0.44, 3: 0.21}"
6899,202.78,5.444132285883589,0.288825731710146,0.7105041852074558,"tensor(37.1726, grad_fn=<MseLossBackward0>)","{0: 0.05, 1: 0.09, 2: 0.39, 3: 0.15}"
6999,226.54,4.9895830710571,0.283672919222425,0.6999253684905786,"tensor(20.7316, grad_fn=<MseLossBackward0>)","{0: 0.14, 1: 0.21, 2: 0.43, 3: 0.2}"
7099,251.46,17.690226487989758,0.27861203578955784,0.6895040615610595,"tensor(18.4371, grad_fn=<MseLossBackward0>)","{0: 0.11, 1: 0.12, 2: 0.38, 3: 0.14}"
7199,212.94,16.932709338843818,0.2736414413458241,0.6792379192290943,"tensor(10.3910, grad_fn=<MseLossBackward0>)","{0: 0.18, 1: 0.1, 2: 0.43, 3: 0.14}"
7299,279.8,16.888108543814113,0.26875952508519213,0.6691246312228043,"tensor(3.2478, grad_fn=<MseLossBackward0>)","{0: 0.27, 1: 0.24, 2: 0.5, 3: 0.21}"
7399,219.22,13.667899476275423,0.2639647049393096,0.6591619216683384,"tensor(192.0377, grad_fn=<MseLossBackward0>)","{0: 0.17, 1: 0.1, 2: 0.5, 3: 0.1}"
7499,253.35,17.41178599270914,0.25925542706480936,0.6493475485777173,"tensor(3.0220, grad_fn=<MseLossBackward0>)","{0: 1.63, 1: 0.99, 2: 1.3, 3: 1.08}"
7599,243.63,29.891438212254908,0.25463016533975746,0.6396793033442968,"tensor(55.6660, grad_fn=<MseLossBackward0>)","{0: 0.96, 1: 1.88, 2: 1.35, 3: 0.81}"
7699,300.25,31.88566663445238,0.2500874208690886,0.6301550102457507,"tensor(1.4367, grad_fn=<MseLossBackward0>)","{0: 0.79, 1: 0.49, 2: 1.53, 3: 2.19}"
7799,283.86,22.38684834251936,0.24562572149886253,0.6207725259544509,"tensor(18.5811, grad_fn=<MseLossBackward0>)","{0: 0.17, 1: 0.31, 2: 0.42, 3: 0.22}"
7899,235.47,12.069547899530368,0.24124362133918903,0.6115297390551343,"tensor(1.5988, grad_fn=<MseLossBackward0>)","{0: 0.83, 1: 2.83, 2: 0.82, 3: 0.52}"
7999,230.97,22.61114029998778,0.23693970029566122,0.6024245695697568,"tensor(1.5230, grad_fn=<MseLossBackward0>)","{0: 1.18, 1: 1.91, 2: 1.09, 3: 0.82}"
8099,271.75,29.221538213765733,0.23271256360915002,0.5934549684894178,"tensor(6.1131, grad_fn=<MseLossBackward0>)","{0: 1.0, 1: 2.02, 2: 1.18, 3: 0.8}"
8199,333.45,15.971610997142172,0.2285608414038091,0.5846189173132564,"tensor(5.7653, grad_fn=<MseLossBackward0>)","{0: 0.16, 1: 0.18, 2: 0.47, 3: 0.18}"
8299,300.19,36.05659785548311,0.22448318824314298,0.5759144275942123,"tensor(4.6847, grad_fn=<MseLossBackward0>)","{0: 0.17, 1: 0.2, 2: 0.47, 3: 0.16}"
8399,293.2,40.77774633186408,0.2204782826939949,0.5673395404915477,"tensor(1.7667, grad_fn=<MseLossBackward0>)","{0: 1.44, 1: 1.04, 2: 0.9, 3: 1.62}"
8499,298.36,31.72305671841684,0.21654482689831453,0.5588923263300365,"tensor(1.2541, grad_fn=<MseLossBackward0>)","{0: 0.21, 1: 0.15, 2: 0.51, 3: 0.2}"
8599,269.0,26.849445673838876,0.2126815461525643,0.5505708841657115,"tensor(1.9485, grad_fn=<MseLossBackward0>)","{0: 0.16, 1: 0.22, 2: 0.34, 3: 0.23}"
8699,314.96,29.67464484075397,0.20888718849463023,0.5423733413580821,"tensor(3.6139, grad_fn=<MseLossBackward0>)","{0: 0.21, 1: 0.19, 2: 0.58, 3: 0.21}"
8799,338.08,22.740644230312586,0.20516052429810253,0.5342978531487171,"tensor(2.4344, grad_fn=<MseLossBackward0>)","{0: 0.2, 1: 0.22, 2: 0.51, 3: 0.21}"
8899,315.06,23.32169460315171,0.2015003458737938,0.526342602246105,"tensor(3.0159, grad_fn=<MseLossBackward0>)","{0: 0.26, 1: 0.16, 2: 0.54, 3: 0.17}"
8999,356.05,27.99432888078737,0.19790546707836626,0.5185057984166945,"tensor(3.1135, grad_fn=<MseLossBackward0>)","{0: 1.37, 1: 1.08, 2: 1.18, 3: 1.37}"
9099,331.8,34.28649389733025,0.19437472292994282,0.5107856780820237,"tensor(10.4531, grad_fn=<MseLossBackward0>)","{0: 0.14, 1: 0.2, 2: 0.47, 3: 0.22}"
9199,376.68,31.473254629120298,0.1909069692305741,0.5031805039218492,"tensor(1.3241, grad_fn=<MseLossBackward0>)","{0: 1.56, 1: 1.04, 2: 0.93, 3: 1.47}"
9299,360.06,27.74852397549664,0.18750108219544145,0.4956885644831802,"tensor(9.1797, grad_fn=<MseLossBackward0>)","{0: 0.26, 1: 0.19, 2: 0.54, 3: 0.23}"
9399,323.52,28.567963599417602,0.1841559580886757,0.4883081737951391,"tensor(20.2350, grad_fn=<MseLossBackward0>)","{0: 1.74, 1: 1.22, 2: 0.93, 3: 1.11}"
9499,332.49,38.10109018851615,0.18087051286567216,0.4810376709895525,"tensor(7.2419, grad_fn=<MseLossBackward0>)","{0: 1.29, 1: 1.89, 2: 1.01, 3: 0.81}"
9599,388.53,47.89107867123629,0.1776436818217882,0.4738754199271944,"tensor(3.8752, grad_fn=<MseLossBackward0>)","{0: 1.56, 1: 1.17, 2: 0.79, 3: 1.48}"
9699,340.66,45.16260374548082,0.17447441924730717,0.4668198088295917,"tensor(13.2790, grad_fn=<MseLossBackward0>)","{0: 0.04, 1: 0.21, 2: 0.37, 3: 0.16}"
9799,323.78,43.80955931934474,0.17136169808855778,0.4598692499163125,"tensor(30.2571, grad_fn=<MseLossBackward0>)","{0: 0.14, 1: 0.16, 2: 0.46, 3: 0.12}"
9899,336.68,31.286967700012173,0.1683045096150807,0.45302217904765596,"tensor(17.2817, grad_fn=<MseLossBackward0>)","{0: 0.11, 1: 0.14, 2: 0.48, 3: 0.14}"
9999,321.1,36.030966848747404,0.16530186309273165,0.4462770553726616,"tensor(43.5490, grad_fn=<MseLossBackward0>)","{0: 1.65, 1: 1.7, 2: 0.84, 3: 0.81}"
episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
episode,avg_steps,avg_reward,epsilon,temp,loss,action_counts
99,93.88,-184.9752684361335,0.9823362615948503,1.9607855824163762,"tensor(68.4734, grad_fn=<MseLossBackward0>)","{0: 0.35, 1: 0.24, 2: 0.14, 3: 0.23}"
199,94.48,-166.26258548843597,0.9648108336285945,1.9219555820959418,"tensor(1.1699, grad_fn=<MseLossBackward0>)","{0: 0.27, 1: 0.26, 2: 0.24, 3: 0.3}"
299,88.88,-135.88287603067025,0.9475980690927838,1.8838945434296552,"tensor(1.1568, grad_fn=<MseLossBackward0>)","{0: 0.13, 1: 0.23, 2: 0.18, 3: 0.15}"
399,91.91,-151.56231400197387,0.9306923898970605,1.84658723844892,"tensor(2.0772, grad_fn=<MseLossBackward0>)","{0: 0.17, 1: 0.15, 2: 0.18, 3: 0.21}"
499,91.14,-149.72235380711044,0.914088317467318,1.8100187407489734,"tensor(1485.6768, grad_fn=<MseLossBackward0>)","{0: 0.2, 1: 0.24, 2: 0.26, 3: 0.2}"
599,95.15,-137.0907369738701,0.8977804709702739,1.7741744195169384,"tensor(4.0701, grad_fn=<MseLossBackward0>)","{0: 0.26, 1: 0.28, 2: 0.23, 3: 0.32}"
699,91.59,-142.02607101512945,0.8817635655697176,1.739039933678129,"tensor(7.0430, grad_fn=<MseLossBackward0>)","{0: 0.18, 1: 0.27, 2: 0.2, 3: 0.26}"
799,92.84,-114.64130999247988,0.8660324107138727,1.704601226158282,"tensor(1.8375, grad_fn=<MseLossBackward0>)","{0: 0.19, 1: 0.3, 2: 0.27, 3: 0.26}"
899,89.23,-109.89704034252199,0.8505819084533047,1.6708445182594165,"tensor(2.7356, grad_fn=<MseLossBackward0>)","{0: 0.16, 1: 0.15, 2: 0.16, 3: 0.15}"
999,90.03,-107.02904000495445,0.8354070517888496,1.6377563041470633,"tensor(24.8142, grad_fn=<MseLossBackward0>)","{0: 0.24, 1: 0.21, 2: 0.3, 3: 0.18}"
1099,92.66,-106.55134227387506,0.8205029230490042,1.6053233454466758,"tensor(153.2849, grad_fn=<MseLossBackward0>)","{0: 0.18, 1: 0.22, 2: 0.28, 3: 0.2}"
1199,97.41,-115.54077660290497,0.8058646922962761,1.573532665947045,"tensor(4.5788, grad_fn=<MseLossBackward0>)","{0: 0.3, 1: 0.29, 2: 0.43, 3: 0.35}"
1299,93.31,-84.80909762510395,0.7914876157619555,1.5423715464085996,"tensor(259.0544, grad_fn=<MseLossBackward0>)","{0: 0.27, 1: 0.19, 2: 0.18, 3: 0.24}"
1399,93.14,-71.965488601458,0.7773670343088186,1.5118275194745237,"tensor(3.9333, grad_fn=<MseLossBackward0>)","{0: 0.16, 1: 0.28, 2: 0.16, 3: 0.28}"
1499,92.28,-71.46295659986065,0.7634983719212545,1.481888364682651,"tensor(2.4225, grad_fn=<MseLossBackward0>)","{0: 0.11, 1: 0.25, 2: 0.19, 3: 0.2}"
1599,89.95,-64.75992882936028,0.7498771342223266,1.4525421035761392,"tensor(5.6095, grad_fn=<MseLossBackward0>)","{0: 0.31, 1: 0.27, 2: 0.17, 3: 0.24}"
1699,93.79,-76.12029781620137,0.7364989070172964,1.423776994910969,"tensor(33.1284, grad_fn=<MseLossBackward0>)","{0: 0.17, 1: 0.1, 2: 0.17, 3: 0.16}"
1799,92.02,-60.17933677965057,0.7233593548631271,1.3955815299583514,"tensor(9.9961, grad_fn=<MseLossBackward0>)","{0: 0.12, 1: 0.29, 2: 0.23, 3: 0.17}"
1899,95.94,-53.23903057601351,0.7104542196635066,1.3679444279001585,"tensor(2.6938, grad_fn=<MseLossBackward0>)","{0: 0.1, 1: 0.21, 2: 0.25, 3: 0.17}"
1999,102.51,-61.86061532582332,0.6977793192889438,1.3408546313155465,"tensor(71.9884, grad_fn=<MseLossBackward0>)","{0: 0.27, 1: 0.24, 2: 0.45, 3: 0.26}"
2099,91.7,-51.864441064204314,0.6853305462214737,1.3143013017569545,"tensor(3032.9253, grad_fn=<MseLossBackward0>)","{0: 0.14, 1: 0.22, 2: 0.21, 3: 0.26}"
2199,96.79,-54.08717368836402,0.6731038662235479,1.2882738154137112,"tensor(4.9690, grad_fn=<MseLossBackward0>)","{0: 0.22, 1: 0.33, 2: 0.31, 3: 0.27}"
2299,95.7,-44.86480152510713,0.6610953170306707,1.262761758861524,"tensor(3.2193, grad_fn=<MseLossBackward0>)","{0: 0.13, 1: 0.09, 2: 0.25, 3: 0.16}"
2399,104.98,-48.96759424072683,0.6493010070673597,1.2377549248961301,"tensor(2.1591, grad_fn=<MseLossBackward0>)","{0: 0.28, 1: 0.19, 2: 0.4, 3: 0.19}"
2499,96.66,-30.200356138078774,0.6377171141860142,1.213243308449468,"tensor(3.3385, grad_fn=<MseLossBackward0>)","{0: 0.16, 1: 0.14, 2: 0.25, 3: 0.19}"
2599,98.58,-42.30258409238879,0.6263398844282833,1.1892171025867124,"tensor(7.9766, grad_fn=<MseLossBackward0>)","{0: 0.3, 1: 0.25, 2: 0.37, 3: 0.32}"
2699,101.45,-40.22427111502766,0.61516563080853,1.1656666945825904,"tensor(3.0061, grad_fn=<MseLossBackward0>)","{0: 0.21, 1: 0.2, 2: 0.4, 3: 0.27}"
2799,103.21,-36.85567620654619,0.6041907321190038,1.1425826620753845,"tensor(6.4857, grad_fn=<MseLossBackward0>)","{0: 0.18, 1: 0.27, 2: 0.42, 3: 0.19}"
2899,102.01,-29.775670062012292,0.5934116317563238,1.1199557692971163,"tensor(7.8830, grad_fn=<MseLossBackward0>)","{0: 0.19, 1: 0.27, 2: 0.58, 3: 0.21}"
2999,109.91,-25.260091487031524,0.5828248365689003,1.097776963378375,"tensor(59.4444, grad_fn=<MseLossBackward0>)","{0: 0.34, 1: 0.25, 2: 0.56, 3: 0.24}"
3099,109.77,-29.11934953204438,0.5724269157249215,1.0760373707263233,"tensor(3.0253, grad_fn=<MseLossBackward0>)","{0: 0.23, 1: 0.2, 2: 0.37, 3: 0.23}"
3199,116.01,-21.6242891374492,0.5622144996005328,1.054728293474433,"tensor(3.1986, grad_fn=<MseLossBackward0>)","{0: 0.14, 1: 0.29, 2: 0.32, 3: 0.36}"
3299,119.68,-14.600279198498127,0.5521842786878516,1.0338412060025253,"tensor(17.3657, grad_fn=<MseLossBackward0>)","{0: 0.16, 1: 0.15, 2: 0.45, 3: 0.21}"
3399,132.04,-19.967875536017868,0.5423330025224663,1.0133677515257309,"tensor(5.1572, grad_fn=<MseLossBackward0>)","{0: 0.19, 1: 0.35, 2: 0.75, 3: 0.41}"
3499,125.58,-9.509441601115224,0.5326574786300674,0.9932997387509885,"tensor(6.7962, grad_fn=<MseLossBackward0>)","{0: 0.39, 1: 0.23, 2: 0.74, 3: 0.21}"
3599,120.81,-12.408061207815097,0.5231545714918717,0.9736291385997698,"tensor(6.4502, grad_fn=<MseLossBackward0>)","{0: 0.19, 1: 0.11, 2: 0.48, 3: 0.15}"
3699,155.7,-19.75922051151665,0.5138212015285023,0.9543480809956935,"tensor(3.4617, grad_fn=<MseLossBackward0>)","{0: 0.28, 1: 0.23, 2: 0.42, 3: 0.26}"
3799,141.92,-13.016275366191781,0.5046543441020004,0.9354488517157631,"tensor(91.3822, grad_fn=<MseLossBackward0>)","{0: 0.14, 1: 0.23, 2: 0.49, 3: 0.2}"
3899,152.22,-1.0030581990801763,0.4956510285356399,0.9169238893039582,"tensor(4.9070, grad_fn=<MseLossBackward0>)","{0: 0.09, 1: 0.14, 2: 0.26, 3: 0.17}"
3999,143.62,-9.756023388849451,0.4868083371512265,0.8987657820459428,"tensor(14.9677, grad_fn=<MseLossBackward0>)","{0: 0.12, 1: 0.17, 2: 0.29, 3: 0.09}"
4099,150.88,0.5068728435828369,0.4781234043235759,0.880967265003691,"tensor(7093.6167, grad_fn=<MseLossBackward0>)","{0: 0.13, 1: 0.18, 2: 0.37, 3: 0.17}"
4199,152.17,0.22272188528732825,0.4695934155518595,0.8635212171088322,"tensor(35.2625, grad_fn=<MseLossBackward0>)","{0: 0.2, 1: 0.16, 2: 0.38, 3: 0.19}"
4299,170.91,-3.4222717142597703,0.4612156065475165,0.8464206583135578,"tensor(6.1102, grad_fn=<MseLossBackward0>)","{0: 0.16, 1: 0.22, 2: 0.56, 3: 0.18}"
